Bid,Bid_Quantity,Ask,Ask_Quantity
TimeStamp,2014-01-29D09:00:55.181091600
674000.0,3.0,676000.0,3.0
673500.0,28.0,676500.0,16.0
673000.0,48.0,677000.0,51.0
TimeStamp,2014-01-29D09:00:59.857031600
674000.0,3.0,676000.0,3.0
673500.0,28.0,676500.0,16.0
673000.0,48.0,677000.0,51.0
TimeStamp,2014-01-29D09:01:00.157031600
675000.0,6.0,676000.0,3.0
674500.0,6.0,676500.0,16.0
674000.0,9.0,677000.0,57.0
TimeStamp,2014-01-29D09:01:00.157031600
675000.0,6.0,676000.0,3.0
674500.0,6.0,676500.0,16.0
674000.0,9.0,677000.0,57.0
TimeStamp,2014-01-29D09:01:00.161031600
675000.0,6.0,676000.0,3.0
674500.0,6.0,676500.0,16.0
674000.0,29.0,677000.0,57.0
TimeStamp,2014-01-29D09:01:00.179031600
675000.0,6.0,676000.0,3.0
674500.0,6.0,676500.0,16.0
674000.0,29.0,677000.0,57.0
TimeStamp,2014-01-29D09:01:00.938019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,57.0
674000.0,29.0,677500.0,64.0
TimeStamp,2014-01-29D09:01:00.940019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,64.0
TimeStamp,2014-01-29D09:01:00.944019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.002019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.140019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.143019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.208019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.218019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.248019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.257019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.297019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.301019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.337019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,56.0
TimeStamp,2014-01-29D09:01:01.338019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.341019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.374019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.377019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.381019600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.414018100
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.417017800
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.456013900
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.461013400
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.497009800
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.502009300
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.543007600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.577007600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.628007600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.667007600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:01.702007600
675000.0,6.0,676500.0,16.0
674500.0,6.0,677000.0,51.0
674000.0,29.0,677500.0,58.0
TimeStamp,2014-01-29D09:01:03.470988800
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,16.0
674000.0,29.0,677000.0,51.0
TimeStamp,2014-01-29D09:01:03.475988300
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,26.0
674000.0,29.0,677000.0,61.0
TimeStamp,2014-01-29D09:01:03.476988200
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,29.0,677000.0,61.0
TimeStamp,2014-01-29D09:01:03.477988100
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,29.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:03.482987600
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,29.0,677000.0,73.0
TimeStamp,2014-01-29D09:01:03.510984800
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,29.0,677000.0,57.0
TimeStamp,2014-01-29D09:01:03.551983600
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,29.0,677000.0,73.0
TimeStamp,2014-01-29D09:01:08.339935600
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,27.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:08.911923600
675000.0,6.0,676000.0,16.0
674500.0,6.0,676500.0,36.0
674000.0,27.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:12.175887600
675500.0,6.0,676000.0,16.0
675000.0,6.0,676500.0,36.0
674500.0,26.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:17.555815600
675500.0,6.0,676000.0,46.0
675000.0,6.0,676500.0,36.0
674500.0,26.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:20.372791600
675500.0,4.0,676000.0,46.0
675000.0,6.0,676500.0,36.0
674500.0,26.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:20.454789800
675500.0,6.0,676000.0,46.0
675000.0,6.0,676500.0,36.0
674500.0,26.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:23.573743600
675000.0,6.0,676000.0,46.0
674500.0,26.0,676500.0,36.0
674000.0,47.0,677000.0,71.0
TimeStamp,2014-01-29D09:01:23.577743600
675000.0,6.0,675500.0,10.0
674500.0,6.0,676000.0,46.0
674000.0,27.0,676500.0,36.0
TimeStamp,2014-01-29D09:01:23.577743600
675000.0,6.0,675500.0,10.0
674500.0,6.0,676000.0,46.0
674000.0,27.0,676500.0,36.0
TimeStamp,2014-01-29D09:01:23.578743600
675000.0,6.0,675500.0,10.0
674500.0,6.0,676000.0,56.0
674000.0,27.0,676500.0,36.0
TimeStamp,2014-01-29D09:01:23.582743600
675000.0,6.0,675500.0,10.0
674500.0,6.0,676000.0,66.0
674000.0,27.0,676500.0,56.0
TimeStamp,2014-01-29D09:01:23.582743600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,66.0
674000.0,27.0,676500.0,56.0
TimeStamp,2014-01-29D09:01:23.585743600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,46.0
674000.0,27.0,676500.0,46.0
TimeStamp,2014-01-29D09:01:23.588743600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,46.0
674000.0,27.0,676500.0,52.0
TimeStamp,2014-01-29D09:01:23.615743600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,46.0
674000.0,27.0,676500.0,36.0
TimeStamp,2014-01-29D09:01:23.662743600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,46.0
674000.0,27.0,676500.0,52.0
TimeStamp,2014-01-29D09:01:24.654731600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,52.0
674000.0,27.0,676500.0,52.0
TimeStamp,2014-01-29D09:01:26.570707600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,52.0
674000.0,27.0,676500.0,52.0
TimeStamp,2014-01-29D09:01:26.574707600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,52.0
674000.0,29.0,676500.0,54.0
TimeStamp,2014-01-29D09:01:29.128683600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,52.0
674000.0,29.0,676500.0,54.0
TimeStamp,2014-01-29D09:01:29.136683600
675000.0,6.0,675500.0,9.0
674500.0,6.0,676000.0,52.0
674000.0,29.0,676500.0,54.0
TimeStamp,2014-01-29D09:01:32.703635600
675000.0,6.0,675500.0,26.0
674500.0,6.0,676000.0,52.0
674000.0,29.0,676500.0,54.0
TimeStamp,2014-01-29D09:01:32.706635600
675000.0,6.0,675500.0,26.0
674500.0,6.0,676000.0,62.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:32.707635600
675000.0,6.0,675500.0,26.0
674500.0,6.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:33.879623600
675000.0,6.0,675500.0,26.0
674500.0,6.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:36.262599600
675000.0,6.0,675500.0,26.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:37.529581700
675000.0,6.0,675500.0,26.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:37.537580900
675000.0,6.0,675500.0,26.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:38.440575600
675000.0,6.0,675500.0,26.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:38.458575600
675000.0,6.0,675500.0,26.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:43.022515600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:46.373479600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:53.269395600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:53.278395600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:54.380383600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:54.387383600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:56.665347600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:56.673347600
675000.0,6.0,675500.0,25.0
674500.0,7.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:59.116323600
675000.0,6.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:01:59.435323600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:00.365311600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:01.431299600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:03.868263600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:03.880263600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:03.883263600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:03.891263600
675000.0,7.0,675500.0,25.0
674500.0,8.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:08.323215600
675000.0,7.0,675500.0,25.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:15.290131600
675000.0,7.0,675500.0,25.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:15.298131600
675000.0,7.0,675500.0,25.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:24.461023600
675000.0,7.0,675500.0,25.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:24.475023600
675000.0,7.0,675500.0,25.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:24.479023600
675000.0,7.0,675500.0,25.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:32.055927600
675000.0,7.0,675500.0,22.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:41.362819600
675000.0,7.0,675500.0,22.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:52.325687600
675000.0,7.0,675500.0,22.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:52.327687600
675000.0,7.0,675500.0,22.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:52.328687600
675000.0,7.0,675500.0,22.0
674500.0,10.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:02:52.566687600
675000.0,7.0,675500.0,22.0
674500.0,9.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:03:02.166567600
675000.0,7.0,675500.0,22.0
674500.0,9.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:03:02.630567600
675000.0,7.0,675500.0,20.0
674500.0,9.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:03:06.649519400
675000.0,7.0,675500.0,20.0
674500.0,9.0,676000.0,72.0
674000.0,29.0,676500.0,64.0
TimeStamp,2014-01-29D09:03:20.527351600
675000.0,7.0,675500.0,20.0
674500.0,9.0,676000.0,72.0
674000.0,32.0,676500.0,67.0
TimeStamp,2014-01-29D09:03:22.520327600
675000.0,8.0,675500.0,20.0
674500.0,9.0,676000.0,72.0
674000.0,32.0,676500.0,67.0
TimeStamp,2014-01-29D09:03:30.384231600
675000.0,8.0,675500.0,20.0
674500.0,9.0,676000.0,72.0
674000.0,32.0,676500.0,67.0
TimeStamp,2014-01-29D09:04:11.012739600
675000.0,8.0,675500.0,19.0
674500.0,9.0,676000.0,72.0
674000.0,32.0,676500.0,67.0
TimeStamp,2014-01-29D09:04:23.606595600
675000.0,8.0,675500.0,19.0
674500.0,11.0,676000.0,72.0
674000.0,32.0,676500.0,67.0
TimeStamp,2014-01-29D09:04:23.607595600
675000.0,8.0,675500.0,21.0
674500.0,11.0,676000.0,72.0
674000.0,32.0,676500.0,67.0
TimeStamp,2014-01-29D09:04:23.614595600
675000.0,8.0,675500.0,21.0
674500.0,11.0,676000.0,74.0
674000.0,34.0,676500.0,67.0
TimeStamp,2014-01-29D09:04:24.303583600
675000.0,8.0,675500.0,18.0
674500.0,11.0,676000.0,74.0
674000.0,34.0,676500.0,64.0
TimeStamp,2014-01-29D09:04:24.358583600
675000.0,8.0,675500.0,18.0
674500.0,11.0,676000.0,74.0
674000.0,34.0,676500.0,67.0
TimeStamp,2014-01-29D09:04:24.607583600
675000.0,8.0,675500.0,18.0
674500.0,11.0,676000.0,74.0
674000.0,34.0,676500.0,69.0
TimeStamp,2014-01-29D09:04:30.767511600
675000.0,8.0,675500.0,17.0
674500.0,11.0,676000.0,74.0
674000.0,34.0,676500.0,69.0
TimeStamp,2014-01-29D09:04:37.565427600
675000.0,8.0,675500.0,33.0
674500.0,11.0,676000.0,74.0
674000.0,34.0,676500.0,69.0
