Bid,Bid_Quantity,Ask,Ask_Quantity
685000.0,71.0,692500.0,46.0
684500.0,66.0,693000.0,51.0
TimeStamp,2014-02-14D08:49:19.541301900
685500.0,16.0,692000.0,5.0
685000.0,71.0,692500.0,46.0
684500.0,66.0,693000.0,51.0
TimeStamp,2014-02-14D08:49:22.444265900
685500.0,16.0,692000.0,5.0
685000.0,71.0,692500.0,46.0
684500.0,66.0,693000.0,51.0
TimeStamp,2014-02-14D08:49:32.027145900
685500.0,16.0,692000.0,5.0
685000.0,71.0,692500.0,46.0
684500.0,66.0,693000.0,51.0
TimeStamp,2014-02-14D08:49:33.219133900
686000.0,16.0,692000.0,5.0
685500.0,16.0,692500.0,46.0
685000.0,71.0,693000.0,51.0
TimeStamp,2014-02-14D08:49:52.653905900
686000.0,16.0,692000.0,5.0
685500.0,16.0,692500.0,46.0
685000.0,71.0,693000.0,51.0
TimeStamp,2014-02-14D08:50:06.465737900
686000.0,16.0,692000.0,5.0
685500.0,16.0,692500.0,46.0
685000.0,71.0,693000.0,51.0
TimeStamp,2014-02-14D08:50:18.346593900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692000.0,5.0
685000.0,71.0,692500.0,46.0
TimeStamp,2014-02-14D08:50:30.410449900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692000.0,5.0
685000.0,66.0,692500.0,46.0
TimeStamp,2014-02-14D08:50:35.365389900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692000.0,5.0
685000.0,66.0,692500.0,46.0
TimeStamp,2014-02-14D08:50:53.857173900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692000.0,5.0
685000.0,68.0,692500.0,46.0
TimeStamp,2014-02-14D08:50:59.626101900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:51:05.724029900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:51:09.205981900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:51:13.545933900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:51:29.601741900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:51:36.478657900
686000.0,16.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:52:13.094225900
686000.0,17.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:52:26.354057900
686000.0,17.0,687500.0,1.0
685500.0,16.0,692500.0,46.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:52:44.555841900
686000.0,17.0,687500.0,1.0
685500.0,16.0,692500.0,36.0
685000.0,68.0,693000.0,51.0
TimeStamp,2014-02-14D08:52:58.675673900
686000.0,17.0,687500.0,1.0
685500.0,16.0,692500.0,36.0
685000.0,68.0,693000.0,38.0
TimeStamp,2014-02-14D08:52:59.204673900
687500.0,1.0,687500.0,1.0
686000.0,17.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:00.008661900
687500.0,1.0,687500.0,1.0
686000.0,17.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:00.741649900
687500.0,1.0,687500.0,1.0
686000.0,17.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:00.916649900
687500.0,1.0,687500.0,1.0
686000.0,17.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:05.581589900
687500.0,1.0,687500.0,1.0
686000.0,27.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:05.734589900
687500.0,1.0,687500.0,1.0
686000.0,37.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:06.181589900
687500.0,1.0,687500.0,1.0
686500.0,10.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:07.702565900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:14.017493900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:14.231493900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:14.848481900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:15.022481900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:15.231481900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:15.414469900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:15.679469900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:15.853469900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:16.057469900
687500.0,1.0,687500.0,1.0
686500.0,20.0,692500.0,36.0
686000.0,37.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:16.220469900
686500.0,20.0,687500.0,1.0
686000.0,37.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:16.238469900
686500.0,20.0,687500.0,1.0
686000.0,37.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:16.449457900
686500.0,20.0,687500.0,1.0
686000.0,37.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:18.585433900
686500.0,20.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:20.893409900
686500.0,20.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:21.062409900
686500.0,20.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:22.405385900
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,38.0
TimeStamp,2014-02-14D08:53:22.522385900
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:24.338365500
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:24.505361900
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:27.554325900
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:29.102313900
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:38.884193900
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:40.394171100
686500.0,21.0,687500.0,1.0
686000.0,36.0,692500.0,36.0
685500.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:47.992085900
687000.0,16.0,687500.0,1.0
